Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment_x,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Profit Margin,Price,Delivery Time,Discount Category,Profit Without Discount,Sales Without Discount,Profit Margin Without Discount,Recency_x,Recency_y,Frequency,Monetary,R,F,M,RFM_Score,Segment_y
33,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6,0.7,-5.715,2015,9,-83.33333333333334,1.143,4 days,High Discount (>20%),-0.9144000000000005,13.716,-13.333333333333341,1063 days,107,9,4737.486,2,5,5,255,Can't Lose Them
34,US-2015-150630,2015-09-17,2015-09-21,Standard Class,TB-21520,Tracy Blumstein,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,15.76,2,0.2,3.546,2015,9,22.499999999999996,7.88,4 days,Medium Discount,6.698,31.52,42.50000000000001,1063 days,107,9,4737.486,2,5,5,255,Can't Lose Them
47,CA-2014-146703,2014-10-20,2014-10-25,Second Class,PO-18865,Patrick O'Donnell,Consumer,Westland,Michigan,Central,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2014,10,4.0,52.99,5 days,No Discount,8.4784,423.92,4.0,1378 days,0,7,2493.214,5,4,3,543,Loyal
48,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45.0,3,0.0,4.95,2016,6,11.0,15.0,5 days,No Discount,4.95,90.0,11.0,1208 days,21,9,2295.332,5,5,3,553,Loyal
49,CA-2016-169194,2016-06-20,2016-06-25,Standard Class,LH-16900,Lena Hernandez,Consumer,Dover,Delaware,East,TEC-PH-10003988,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2,0.0,6.104,2016,6,27.999999999999996,10.9,5 days,No Discount,6.104,43.6,27.999999999999996,1208 days,21,9,2295.332,5,5,3,553,Loyal
50,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6,0.0,17.9634,2015,4,47.0,6.37,4 days,No Discount,17.9634,76.44,47.0,1331 days,126,9,1050.636,2,5,2,252,At Risk
51,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,OFF-LA-10002762,Office Supplies,Labels,Avery 485,75.18,6,0.0,35.3346,2015,4,47.0,12.530000000000001,4 days,No Discount,35.3346,150.36,47.0,1331 days,126,9,1050.636,2,5,2,252,At Risk
52,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,6.16,2,0.0,2.9568,2015,4,48.0,3.08,4 days,No Discount,2.9568,12.32,48.0,1331 days,126,9,1050.636,2,5,2,252,At Risk
53,CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,New Albany,Indiana,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",89.99,1,0.0,17.0981,2015,4,19.0,89.99,4 days,No Discount,17.0981,179.98,19.0,1331 days,126,9,1050.636,2,5,2,252,At Risk
56,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,208.56,6,0.0,52.14,2016,6,25.0,34.76,1 days,No Discount,52.14,417.12,25.0,442 days,119,5,1467.881,2,2,2,222,Hibernating
57,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-PA-10001569,Office Supplies,Paper,Xerox 232,32.4,5,0.0,15.552,2016,6,48.0,6.4799999999999995,1 days,No Discount,15.552,64.8,48.0,442 days,119,5,1467.881,2,2,2,222,Hibernating
58,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,FUR-CH-10003968,Furniture,Chairs,Novimex Turbo Task Chair,319.41,5,0.1,7.098,2016,6,2.222222222222222,63.882000000000005,1 days,Low Discount,39.039,638.82,12.222222222222221,442 days,119,5,1467.881,2,2,2,222,Hibernating
59,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",14.56,2,0.0,6.9888,2016,6,48.0,7.28,1 days,No Discount,6.9888,29.12,48.0,442 days,119,5,1467.881,2,2,2,222,Hibernating
60,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,TEC-AC-10002167,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30.0,2,0.0,3.3,2016,6,11.0,15.0,1 days,No Discount,3.3,60.0,11.0,442 days,119,5,1467.881,2,2,2,222,Hibernating
61,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-BI-10001460,Office Supplies,Binders,Plastic Binding Combs,48.48,4,0.2,16.362,2016,6,33.75,12.12,1 days,Medium Discount,26.058,96.96,53.75,442 days,119,5,1467.881,2,2,2,222,Hibernating
62,CA-2016-111682,2016-06-17,2016-06-18,First Class,TB-21055,Ted Butterfield,Consumer,Troy,New York,East,OFF-AR-10001868,Office Supplies,Art,Prang Dustless Chalk Sticks,1.68,1,0.0,0.84,2016,6,50.0,1.68,1 days,No Discount,0.84,3.36,50.0,442 days,119,5,1467.881,2,2,2,222,Hibernating
63,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,TEC-AC-10004633,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2,0.0,6.1512,2015,11,44.0,6.99,6 days,No Discount,6.1512,27.96,44.0,1343 days,28,8,4909.472,4,4,5,445,Loyal
64,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6,0.2,9.3612,2015,11,36.25,4.304,6 days,Medium Discount,14.526,51.648,56.25,1343 days,28,8,4909.472,4,4,5,445,Loyal
65,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,OFF-PA-10003892,Office Supplies,Paper,Xerox 1943,146.73,3,0.0,68.9631,2015,11,47.0,48.91,6 days,No Discount,68.9631,293.46,47.0,1343 days,28,8,4909.472,4,4,5,445,Loyal
66,CA-2015-135545,2015-11-24,2015-11-30,Standard Class,KM-16720,Kunst Miller,Consumer,Los Angeles,California,West,FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,79.76,4,0.0,22.3328,2015,11,27.999999999999996,19.94,6 days,No Discount,22.3328,159.52,27.999999999999996,1343 days,28,8,4909.472,4,4,5,445,Loyal
70,CA-2016-119823,2016-06-04,2016-06-06,First Class,KD-16270,Karen Daniels,Consumer,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,0.0,35.6636,2016,6,47.00000000000001,37.94,2 days,No Discount,35.6636,151.76,47.00000000000001,661 days,484,5,8282.358,1,2,5,125,Hibernating
71,CA-2016-106075,2016-09-18,2016-09-23,Standard Class,HM-14980,Henry MacAllister,Consumer,New York City,New York,East,OFF-BI-10004654,Office Supplies,Binders,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1,0.2,1.731,2016,9,37.50000000000001,4.616,5 days,Medium Discount,2.6542000000000003,9.232,57.50000000000001,573 days,247,4,736.276,1,1,1,111,Hibernating
72,CA-2017-114440,2017-09-14,2017-09-17,Second Class,TB-21520,Tracy Blumstein,Consumer,Jackson,Michigan,Central,OFF-PA-10004675,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3,0.0,8.763,2017,9,46.0,6.3500000000000005,3 days,No Discount,8.763,38.1,46.0,1063 days,107,9,4737.486,2,5,5,255,Can't Lose Them
73,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,FUR-CH-10000513,Furniture,Chairs,High-Back Leather Manager's Chair,831.936,8,0.2,-114.3912,2015,4,-13.749999999999998,103.992,6 days,Medium Discount,51.99600000000001,1663.872,6.250000000000002,1236 days,51,13,6760.8150000000005,3,5,5,355,Needs Attention
74,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2,0.2,1.213,2015,4,1.25,48.52,6 days,Medium Discount,20.621000000000002,194.08,21.250000000000004,1236 days,51,13,6760.8150000000005,3,5,5,355,Needs Attention
75,US-2015-134026,2015-04-26,2015-05-02,Standard Class,JE-15745,Joel Eaton,Consumer,Memphis,Tennessee,South,OFF-ST-10004123,Office Supplies,Storage,Safco Industrial Wire Shelving System,72.784,1,0.2,-18.196,2015,4,-25.0,72.784,6 days,Medium Discount,-3.639199999999999,145.568,-4.999999999999998,1236 days,51,13,6760.8150000000005,3,5,5,355,Needs Attention
79,US-2014-147606,2014-11-26,2014-12-01,Second Class,JE-15745,Joel Eaton,Consumer,Houston,Texas,Central,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5,0.6,-14.475,2014,11,-75.0,3.8600000000000003,5 days,High Discount (>20%),-2.8949999999999996,38.6,-14.999999999999996,1236 days,51,13,6760.8150000000005,3,5,5,355,Needs Attention
82,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,San Francisco,California,West,OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5,0.0,4.172,2014,10,27.999999999999996,2.98,4 days,No Discount,4.172,29.8,27.999999999999996,980 days,217,7,2139.79,2,4,3,243,At Risk
83,CA-2014-139451,2014-10-12,2014-10-16,Standard Class,DN-13690,Duane Noonan,Consumer,San Francisco,California,West,OFF-ST-10002370,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1,0.0,6.2031,2014,10,28.999999999999996,21.39,4 days,No Discount,6.2031,42.78,28.999999999999996,980 days,217,7,2139.79,2,4,3,243,At Risk
86,CA-2017-140088,2017-05-28,2017-05-30,Second Class,PO-18865,Patrick O'Donnell,Consumer,Columbia,South Carolina,South,FUR-CH-10000863,Furniture,Chairs,Novimex Swivel Fabric Task Chair,301.96,2,0.0,33.2156,2017,5,11.000000000000002,150.98,2 days,No Discount,33.2156,603.92,11.000000000000002,1378 days,0,7,2493.214,5,4,3,543,Loyal
87,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,TEC-AC-10001998,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1,0.0,6.7966,2017,10,34.0,19.99,7 days,No Discount,6.7966,39.98,34.0,1272 days,57,9,1987.164,3,5,3,353,Needs Attention
88,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,PG-18895,Paul Gonzalez,Consumer,Rochester,Minnesota,Central,OFF-LA-10000134,Office Supplies,Labels,Avery 511,6.16,2,0.0,2.9568,2017,10,48.0,3.08,7 days,No Discount,2.9568,12.32,48.0,1272 days,57,9,1987.164,3,5,3,353,Needs Attention
93,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,Central,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0.0,6.2208,2015,1,47.99999999999999,6.48,5 days,No Discount,6.2208,25.92,47.99999999999999,926 days,296,9,1569.464,1,5,2,152,At Risk
94,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",53.34,3,0.0,16.5354,2015,1,30.999999999999993,17.78,5 days,No Discount,16.5354,106.68,30.999999999999993,926 days,296,9,1569.464,1,5,2,152,At Risk
95,CA-2015-149587,2015-01-31,2015-02-05,Second Class,KB-16315,Karl Braun,Consumer,Minneapolis,Minnesota,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,32.96,2,0.0,16.1504,2015,1,49.00000000000001,16.48,5 days,No Discount,16.1504,65.92,49.00000000000001,926 days,296,9,1569.464,1,5,2,152,At Risk
98,CA-2017-157833,2017-06-17,2017-06-20,First Class,KD-16345,Katherine Ducich,Consumer,San Francisco,California,West,OFF-BI-10001721,Office Supplies,Binders,Trimflex Flexible Post Binders,51.312,3,0.2,17.9592,2017,6,35.0,17.104,3 days,Medium Discount,28.2216,102.624,55.00000000000001,1174 days,41,6,1888.964,4,3,3,433,Loyal
103,CA-2016-129903,2016-12-01,2016-12-04,Second Class,GZ-14470,Gary Zandusky,Consumer,Rochester,Minnesota,Central,OFF-PA-10004040,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4,0.0,11.7208,2016,12,49.0,5.98,3 days,No Discount,11.7208,47.84,49.0,1236 days,7,9,4355.150000000001,5,5,5,555,Champions
104,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,TEC-AC-10001552,Technology,Accessories,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6,0.2,-26.8758,2015,11,-11.250000000000002,39.815999999999995,4 days,Medium Discount,20.9034,477.792,8.75,945 days,27,8,2580.7039999999997,4,4,3,443,Loyal
105,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.8385,2015,11,-3.75,34.12,4 days,Medium Discount,16.6335,204.72,16.25,945 days,27,8,2580.7039999999997,4,4,3,443,Loyal
106,US-2015-156867,2015-11-13,2015-11-17,Standard Class,LC-16870,Lena Cacioppo,Consumer,Aurora,Colorado,West,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3,0.7,-25.8174,2015,11,-70.0,12.293999999999999,4 days,High Discount (>20%),-3.552713678800501e-15,73.764,-9.632649202322274e-15,945 days,27,8,2580.7039999999997,4,4,3,443,Loyal
107,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8,0.2,17.6016,2017,11,23.750000000000004,9.264,5 days,Medium Discount,32.424,148.224,43.75,604 days,37,6,3159.1220000000003,4,3,4,434,Loyal
108,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,27.992,1,0.2,2.0994,2017,11,7.5,27.992,5 days,Medium Discount,7.697800000000001,55.984,27.500000000000004,604 days,37,6,3159.1220000000003,4,3,4,434,Loyal
109,CA-2017-119004,2017-11-23,2017-11-28,Standard Class,JM-15250,Janet Martin,Consumer,Charlotte,North Carolina,South,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,3.304,1,0.2,1.0738,2017,11,32.50000000000001,3.304,5 days,Medium Discount,1.7346000000000001,6.608,52.5,604 days,37,6,3159.1220000000003,4,3,4,434,Loyal
